,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2023-12-13 00:04:00,464.66,464.66,464.66,14,464.66,252,464.651905,0.0,0.0
1,2023-12-13 00:08:00,464.66,464.66,464.66,3,464.66,207,464.660193,0.0,0.0
2,2023-12-13 00:09:00,464.73,464.73,464.7,17,464.7,1720,464.715735,6.45577792124587e-05,6.45577792124587e-05
3,2023-12-13 00:10:00,464.74,464.74,464.74,8,464.74,316,464.73818,0.0,0.0
4,2023-12-13 00:12:00,464.73,464.73,464.73,13,464.73,848,464.727647,0.0,0.0
5,2023-12-13 00:13:00,464.69,464.69,464.69,8,464.69,503,464.694602,0.0,0.0
6,2023-12-13 00:16:00,464.67,464.7,464.67,15,464.7,5683,464.698934,-6.455777921233638e-05,6.456194718826847e-05
7,2023-12-13 00:17:00,464.64,464.67,464.64,10,464.67,402,464.657861,-6.456194718839081e-05,6.456611570254296e-05
8,2023-12-13 00:18:00,464.67,464.67,464.67,10,464.67,234,464.664103,0.0,0.0
9,2023-12-13 00:19:00,464.67,464.67,464.67,4,464.67,208,464.67024,0.0,0.0
10,2023-12-13 00:21:00,464.72,464.72,464.72,5,464.72,637,464.719859,0.0,0.0
11,2023-12-13 00:23:00,464.73,464.73,464.73,11,464.73,186,464.725811,0.0,0.0
12,2023-12-13 00:24:00,464.71,464.71,464.69,12,464.69,1254,464.700857,4.303944565190086e-05,4.303944565190086e-05
13,2023-12-13 00:25:00,464.67,464.72,464.67,13,464.71,1563,464.706587,-8.607518667548282e-05,0.00010760324531390314
14,2023-12-13 00:29:00,464.7,464.71,464.7,7,464.71,224,464.706317,-2.1518796668870704e-05,2.151925973744546e-05
15,2023-12-13 00:30:00,464.7,464.7,464.69,37,464.69,1256,464.69215,2.151972282595043e-05,2.151972282595043e-05
16,2023-12-13 00:32:00,464.65,464.65,464.6,21,464.6,1528,464.611731,0.00010761945759783582,0.00010761945759783582
17,2023-12-13 00:33:00,464.64,464.64,464.64,10,464.64,166,464.639127,0.0,0.0
18,2023-12-13 00:34:00,464.56,464.62,464.56,23,464.62,1195,464.585473,-0.00012913779002195831,0.00012915446874462347
19,2023-12-13 00:37:00,464.6,464.6,464.5799,18,464.5799,4123,464.595925,4.326489372444557e-05,4.326489372444557e-05
20,2023-12-13 00:38:00,464.63,464.63,464.6,11,464.6,713,464.608773,6.457167455870149e-05,6.457167455870149e-05
21,2023-12-13 00:39:00,464.6,464.62,464.6,9,464.62,259,464.611525,-4.304593000727866e-05,4.304778303913433e-05
22,2023-12-13 00:42:00,464.65,464.7,464.65,8,464.7,1193,464.656823,-0.00010759629868734962,0.00010760787689661331
23,2023-12-13 00:44:00,464.68,464.68,464.68,4,464.68,333,464.682943,0.0,0.0
24,2023-12-13 00:45:00,464.7,464.7,464.7,7,464.7,794,464.696543,0.0,0.0
25,2023-12-13 00:46:00,464.7,464.7003,464.7,7,464.7003,516,464.700717,-6.455773754361266e-07,6.455777922065433e-07
26,2023-12-13 00:47:00,464.7,464.7,464.7,5,464.7,120,464.69925,0.0,0.0
