,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2021-06-16 08:00:00,424.18,424.22,424.15,16,424.22,1605,424.185402,-9.429069822266857e-05,0.00016503595426158206
1,2021-06-16 08:10:00,424.1,424.15,424.1,4,424.15,225,424.122222,-0.00011788282447236715,0.00011789672247100807
2,2021-06-16 08:20:00,424.0,424.07,424.0,17,424.07,1502,424.012177,-0.0001650670879807418,0.00016509433962262542
3,2021-06-16 08:30:00,424.02,424.02,423.88,12,423.88,1136,423.903292,0.00033028215532694715,0.00033028215532694715
4,2021-06-16 08:40:00,424.17,424.17,424.11,13,424.11,1013,424.156446,0.00014147273113107985,0.00014147273113107985
5,2021-06-16 08:50:00,424.22,424.23,424.22,14,424.23,4439,424.22923,-2.357211889774628e-05,2.3572674555633645e-05
6,2021-06-16 09:00:00,424.21,424.32,424.21,23,424.3,2497,424.226379,-0.00021211407023340048,0.00025930553263716944
7,2021-06-16 09:10:00,424.09,424.25,424.09,41,424.25,4545,424.170517,-0.0003771361225692988,0.0003772784078851777
8,2021-06-16 09:20:00,424.01,424.1,423.93,26,424.1,5221,423.983898,-0.0002122141004480826,0.0004010096006416529
9,2021-06-16 09:30:00,424.18,424.18,423.98,14,423.98,1040,424.073413,0.0004717203641680943,0.0004717203641680943
10,2021-06-16 09:40:00,424.09,424.09,424.09,3,424.09,130,424.1,0.0,0.0
11,2021-06-16 09:50:00,424.14,424.16,424.14,3,424.16,700,424.154286,-4.715201810646608e-05,4.715424152411622e-05
12,2021-06-16 10:00:00,424.31,424.31,424.06,19,424.15,3605,424.116643,0.00037722503831197693,0.0005895392161486583
13,2021-06-16 10:10:00,424.39,424.41,424.29,13,424.33,1240,424.3545,0.00014139938255603487,0.00028282542600580865
14,2021-06-16 10:20:00,424.54,424.59,424.4,20,424.4,3658,424.499232,0.00032987747408115743,0.0004476908576814273
15,2021-06-16 10:30:00,424.64,424.69,424.63,27,424.63,4834,424.654671,2.3549914042792326e-05,0.00014129948425688782
16,2021-06-16 10:40:00,424.42,424.5,424.42,38,424.49,5922,424.451228,-0.00016490376687317292,0.00018849253098342228
17,2021-06-16 10:50:00,424.27,424.45,424.27,21,424.45,4464,424.415956,-0.0004240782188714968,0.00042425813750679247
18,2021-06-16 11:00:00,424.25,424.26,424.16,75,424.2,6708,424.206337,0.00011786892975014468,0.00023576009053179433
19,2021-06-16 11:10:00,424.19,424.22,424.15,37,424.22,2662,424.183591,-7.071802366703492e-05,0.00016503595426158206
20,2021-06-16 11:20:00,424.13,424.3,424.1,59,424.19,4231,424.20659,-0.00014144605011905578,0.0004715868898844344
21,2021-06-16 11:30:00,424.09,424.25,424.09,67,424.18,8540,424.189692,-0.0002121740770428399,0.0003772784078851777
22,2021-06-16 11:40:00,424.14,424.17,424.1,38,424.17,3909,424.135352,-7.07263597143352e-05,0.00016505541145954533
23,2021-06-16 11:50:00,424.12,424.15,424.08,63,424.13,8219,424.117114,-2.35776766557209e-05,0.00016506319562345118
24,2021-06-16 12:00:00,424.09,424.3404,423.98,275,424.2401,20171,424.082971,-0.00035380908122548767,0.0008500400962308837
25,2021-06-16 12:10:00,424.24,424.27,424.13,73,424.13,7305,424.21021,0.00025935444321319796,0.00033008747318036063
26,2021-06-16 12:20:00,424.25,424.25,424.11,103,424.22,14557,424.178544,7.071802366690093e-05,0.0003301030393058083
27,2021-06-16 12:30:00,424.4,424.43,424.27,129,424.27,16838,424.3731,0.0003064086548659944,0.0003771183444505268
28,2021-06-16 12:40:00,424.3,424.4,424.3,72,424.38,7401,424.34239,-0.0001885102973749566,0.00023568230025917015
29,2021-06-16 12:50:00,424.35,424.36,424.25,87,424.3,5294,424.296449,0.00011784115012965205,0.00025928108426638455
30,2021-06-16 13:00:00,424.35,424.5,424.35,257,424.4,34770,424.472591,-0.00011781338360026985,0.0003534817956874685
31,2021-06-16 13:10:00,424.46,424.55,424.33,225,424.36,25750,424.472502,0.00023564897728335822,0.0005184644027055058
32,2021-06-16 13:20:00,424.64,424.73,424.44,515,424.49,75974,424.66555,0.0003533652147282086,0.000683253227782538
33,2021-06-16 13:30:00,424.43,424.87,424.25,13151,424.63,1746792,424.546723,-0.0004709982808562481,0.001461402474955815
34,2021-06-16 13:40:00,424.2,424.51,424.13,7867,424.43,871875,424.33988,-0.0005419032584878971,0.0008959517129181983
35,2021-06-16 13:50:00,424.3088,424.35,424.16,8273,424.2,896064,424.244522,0.00025648279113632875,0.00044794417201055666
