,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2023-09-20 08:00:00,442.78,442.98,442.65,48,442.98,3170,442.827773,-0.00045148765181282554,0.0007455099966114107
1,2023-09-20 08:10:00,442.99,442.99,442.71,54,442.76,7566,442.911915,0.0005194687867016402,0.0006324682071785809
2,2023-09-20 08:20:00,443.15,443.25,443.05,81,443.05,11390,443.190841,0.00022570815934988352,0.0004514163186998953
3,2023-09-20 08:30:00,443.27,443.3,443.16,59,443.16,6756,443.244653,0.00024821734813601585,0.00031591298853684077
4,2023-09-20 08:40:00,443.36,443.44,443.26,67,443.26,8349,443.339968,0.00022560122727072765,0.0004060822090872328
5,2023-09-20 08:50:00,443.39,443.43,443.25,57,443.35,5409,443.344313,9.022217209871122e-05,0.000406091370558391
6,2023-09-20 09:00:00,443.35,443.56,443.35,140,443.45,16258,443.483825,-0.00022550456646739406,0.0004736664035186185
7,2023-09-20 09:10:00,443.24,443.35,443.24,26,443.33,3749,443.284724,-0.00020300904518073443,0.00024817254760403764
8,2023-09-20 09:20:00,443.34,443.4,443.34,21,443.34,4817,443.363703,0.0,0.0001353363107321746
9,2023-09-20 09:30:00,443.44,443.49,443.38,22,443.4,1752,443.427272,9.02119981958062e-05,0.0002480941855744816
10,2023-09-20 09:40:00,443.42,443.44,443.39,13,443.41,1382,443.417431,2.255249092260189e-05,0.0001127675409910268
11,2023-09-20 09:50:00,443.6,443.68,443.41,37,443.41,4457,443.562347,0.0004284973275298205,0.0006089172549107639
12,2023-09-20 10:00:00,443.52,443.53,443.48,30,443.53,6095,443.506514,-2.2546389195749793e-05,0.00011274465590320763
13,2023-09-20 10:10:00,443.5,443.67,443.48,36,443.48,4044,443.55452,4.5097862361283056e-05,0.00042842969243257355
14,2023-09-20 10:20:00,443.46,443.6,443.45,39,443.5,7430,443.527517,-9.01916572717485e-05,0.00033825684970128334
15,2023-09-20 10:30:00,443.51,443.51,443.33,50,443.46,7603,443.386377,0.00011274974067562209,0.00040601809036159707
16,2023-09-20 10:40:00,443.41,443.61,443.41,33,443.55,4856,443.493155,-0.00031563521587191153,0.0004510498184524224
