,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage
0,2021-11-03 08:00:00,461.65,461.68,461.4,46,461.4,2195,461.526401,0.000541829215431296
1,2021-11-03 08:05:00,461.73,461.73,461.55,51,461.63,2467,461.638788,0.00021662370296562775
2,2021-11-03 08:10:00,461.67,461.69,461.59,15,461.69,770,461.639598,-4.331911022543657e-05
3,2021-11-03 08:15:00,461.67,461.67,461.67,4,461.67,210,461.691714,0.0
4,2021-11-03 08:20:00,461.8,461.8,461.8,3,461.8,154,461.8,0.0
5,2021-11-03 08:25:00,461.81,461.81,461.81,2,461.81,211,461.806872,0.0
6,2021-11-03 08:30:00,461.77,461.78,461.77,11,461.77,539,461.765844,0.0
7,2021-11-03 08:35:00,461.67,461.67,461.67,7,461.67,184,461.669728,0.0
8,2021-11-03 08:45:00,461.64,461.64,461.64,4,461.64,171,461.640234,0.0
9,2021-11-03 08:55:00,461.71,461.71,461.64,9,461.64,775,461.669136,0.0001516333073390373
10,2021-11-03 09:00:00,461.71,461.71,461.68,8,461.68,445,461.704989,6.498007277762241e-05
11,2021-11-03 09:05:00,461.78,461.78,461.74,32,461.74,2184,461.767921,8.66288387403379e-05
12,2021-11-03 09:10:00,461.86,461.88,461.86,8,461.86,895,461.862346,0.0
13,2021-11-03 09:15:00,461.87,461.91,461.87,21,461.87,1290,461.883868,0.0
14,2021-11-03 09:20:00,461.78,461.83,461.78,14,461.83,719,461.786287,-0.00010826494597581658
15,2021-11-03 09:25:00,461.71,461.73,461.71,14,461.73,412,461.714296,-4.3315357460071154e-05
16,2021-11-03 09:30:00,461.72,461.76,461.72,8,461.72,817,461.72716,0.0
17,2021-11-03 09:35:00,461.7,461.7,461.7,11,461.7,1140,461.701131,0.0
18,2021-11-03 09:40:00,461.66,461.66,461.66,5,461.66,135,461.648074,0.0
19,2021-11-03 09:45:00,461.61,461.61,461.61,5,461.61,329,461.61693,0.0
20,2021-11-03 09:50:00,461.66,461.66,461.66,5,461.66,603,461.659337,0.0
21,2021-11-03 09:55:00,461.71,461.71,461.65,11,461.65,326,461.685061,0.000129968590923865
22,2021-11-03 10:00:00,461.7,461.7,461.7,8,461.7,278,461.700216,0.0
23,2021-11-03 10:05:00,461.64,461.71,461.64,15,461.71,313,461.672109,-0.0001516103181650672
24,2021-11-03 10:10:00,461.65,461.65,461.61,7,461.61,766,461.621906,8.66532354150985e-05
25,2021-11-03 10:15:00,461.57,461.57,461.57,5,461.57,461,461.577874,0.0
26,2021-11-03 10:20:00,461.44,461.53,461.44,26,461.51,655,461.485099,-0.00015167602002121987
27,2021-11-03 10:25:00,461.59,461.59,461.56,14,461.58,3253,461.579373,2.166471684213117e-05
28,2021-11-03 10:30:00,461.49,461.57,461.49,22,461.57,5410,461.543135,-0.00017332148969816948
29,2021-11-03 10:40:00,461.44,461.45,461.44,12,461.45,696,461.441494,-2.1670820240526397e-05
30,2021-11-03 10:45:00,461.43,461.5,461.42,32,461.49,3647,461.456375,-0.00013001365143340543
31,2021-11-03 10:50:00,461.45,461.46,461.45,16,461.46,1734,461.457203,-2.1670350626253425e-05
32,2021-11-03 10:55:00,461.42,461.42,461.42,4,461.42,103,461.420583,0.0
33,2021-11-03 11:00:00,461.46,461.56,461.46,48,461.56,2943,461.479283,-0.00021665655602743465
34,2021-11-03 11:05:00,461.41,461.46,461.33,98,461.46,12954,461.372181,-0.00010835175313126713
35,2021-11-03 11:10:00,461.47,461.49,461.38,34,461.39,2697,461.452599,0.00017338910682945216
36,2021-11-03 11:15:00,461.41,461.44,461.41,21,461.44,1481,461.428332,-6.501386962546098e-05
37,2021-11-03 11:20:00,461.44,461.49,461.41,15,461.41,2163,461.441341,6.501809670352336e-05
38,2021-11-03 11:25:00,461.55,461.55,461.48,23,461.48,2522,461.496138,0.00015168588021147866
39,2021-11-03 11:30:00,461.55,461.6,461.55,32,461.6,2722,461.581789,-0.00010831889081458268
40,2021-11-03 11:35:00,461.6,461.6,461.53,22,461.57,1525,461.559285,6.499555863689053e-05
41,2021-11-03 11:40:00,461.64,461.66,461.61,65,461.61,11814,461.63126,6.498992656132388e-05
42,2021-11-03 11:45:00,461.51,461.65,461.5,71,461.65,4943,461.552644,-0.0003032600454889773
43,2021-11-03 11:50:00,461.6,461.64,461.56,31,461.56,4799,461.624409,8.666262241099849e-05
44,2021-11-03 11:55:00,461.59,461.63,461.58,30,461.58,2548,461.593257,2.166471684213117e-05
45,2021-11-03 12:00:00,461.54,461.72,461.36,152,461.4,16668,461.549535,0.00030342436064161943
46,2021-11-03 12:05:00,461.56,461.56,461.5,129,461.56,15191,461.566767,0.0
47,2021-11-03 12:10:00,461.52,461.57,461.52,35,461.54,4577,461.549661,-4.333318888945411e-05
48,2021-11-03 12:15:00,461.49,461.56,461.47,95,461.52,8340,461.515587,-6.500260010394504e-05
49,2021-11-03 12:20:00,461.46,461.52,461.44,74,461.52,3873,461.470235,-0.00013000520020801324
50,2021-11-03 12:25:00,461.38,461.45,461.35,187,461.45,21062,461.365921,-0.00015169574168380796
51,2021-11-03 12:30:00,461.22,461.41,461.2,239,461.41,41959,461.251266,-0.0004117812791226842
52,2021-11-03 12:35:00,461.28,461.28,461.16,110,461.21,15405,461.21871,0.00015177467964700068
53,2021-11-03 12:40:00,461.24,461.3,461.24,143,461.27,33521,461.25699,-6.503783033792077e-05
54,2021-11-03 12:45:00,461.31,461.33,461.23,96,461.24,9329,461.296825,0.00015176480790909976
55,2021-11-03 12:50:00,461.21,461.29,461.21,92,461.29,8762,461.252413,-0.00017342669470407103
