,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage
0,2022-05-04 08:00:00,417.23,417.37,417.23,19,417.36,797,417.31793,-0.00031148169446040694
1,2022-05-04 08:05:00,417.39,417.39,417.11,18,417.17,2226,417.271922,0.0005273629455616905
2,2022-05-04 08:10:00,417.52,417.6,417.42,15,417.58,2435,417.473552,-0.00014368504238709294
3,2022-05-04 08:15:00,417.31,417.5,417.31,12,417.5,1117,417.418567,-0.000455089820359276
4,2022-05-04 08:20:00,417.23,417.28,417.11,17,417.28,2417,417.184381,-0.00011982361963179286
5,2022-05-04 08:25:00,417.62,417.62,417.26,18,417.3,3641,417.375806,0.0007668344116942084
6,2022-05-04 08:30:00,417.28,417.61,417.28,10,417.61,1694,417.416931,-0.000790210962381267
7,2022-05-04 08:35:00,417.35,417.35,417.35,2,417.35,200,417.35,0.0
8,2022-05-04 08:40:00,417.29,417.39,417.29,3,417.39,201,417.3401,-0.00023958408203350799
9,2022-05-04 08:45:00,417.58,417.58,417.58,1,417.58,100,417.58,0.0
10,2022-05-04 08:50:00,417.43,417.55,417.43,11,417.55,1812,417.448642,-0.0002873907316489152
11,2022-05-04 08:55:00,417.58,417.58,417.58,5,417.58,228,417.582018,0.0
12,2022-05-04 09:00:00,417.0,417.28,417.0,45,417.28,9772,417.132839,-0.000671012269938585
13,2022-05-04 09:05:00,417.01,417.01,416.93,6,416.93,719,416.995146,0.00019187873264093274
14,2022-05-04 09:10:00,417.16,417.16,417.16,2,417.16,207,417.158551,0.0
15,2022-05-04 09:20:00,417.21,417.21,416.97,19,417.07,2127,417.032247,0.0003356750665355608
16,2022-05-04 09:30:00,417.52,417.52,417.39,11,417.39,758,417.460765,0.0003114593066436557
17,2022-05-04 09:35:00,417.35,417.35,417.35,6,417.35,602,417.350266,0.0
18,2022-05-04 09:40:00,417.53,417.67,417.4,23,417.4,3273,417.536041,0.00031145184475322345
19,2022-05-04 09:45:00,417.56,417.62,417.56,4,417.62,1001,417.58998,-0.00014367128011111123
20,2022-05-04 09:50:00,417.69,417.69,417.69,9,417.69,428,417.698458,0.0
21,2022-05-04 09:55:00,418.0,418.0,417.89,28,417.89,1510,417.957821,0.00026322716504346516
22,2022-05-04 10:00:00,418.14,418.18,418.1,21,418.15,4213,418.132293,-2.3914863087387077e-05
23,2022-05-04 10:05:00,418.19,418.19,418.19,7,418.19,1004,418.18992,0.0
24,2022-05-04 10:10:00,418.07,418.11,418.07,7,418.11,695,418.074964,-9.566860395594571e-05
25,2022-05-04 10:20:00,417.97,418.17,417.95,29,418.17,5839,418.102817,-0.00047827438601522976
26,2022-05-04 10:25:00,417.81,417.95,417.81,15,417.95,1436,417.872437,-0.00033496829764322614
27,2022-05-04 10:30:00,417.8,418.0,417.8,31,417.92,6404,417.955139,-0.00028713629402757595
