,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage
0,2021-03-17 08:00:00,396.09,396.09,395.96,6,395.96,1420,395.985845,0.0003283159915142829
1,2021-03-17 08:05:00,396.02,396.02,395.9,19,395.9,2801,395.966762,0.00030310684516293143
2,2021-03-17 08:10:00,396.03,396.16,396.03,8,396.16,1303,396.109632,-0.00032815024232646476
3,2021-03-17 08:15:00,395.98,396.03,395.98,5,396.03,430,396.014884,-0.00012625306163662988
4,2021-03-17 08:20:00,395.75,395.83,395.75,4,395.83,403,395.784814,-0.00020210696511124496
5,2021-03-17 08:25:00,395.6,395.73,395.6,7,395.73,1411,395.666896,-0.00032850681019886145
6,2021-03-17 08:30:00,395.83,395.83,395.83,3,395.83,406,395.83,0.0
7,2021-03-17 08:45:00,395.87,395.87,395.87,1,395.87,250,395.87,0.0
8,2021-03-17 08:50:00,395.92,395.92,395.85,2,395.85,650,395.903846,0.00017683465959326305
9,2021-03-17 09:00:00,395.79,395.79,395.79,2,395.79,101,395.789604,0.0
10,2021-03-17 09:05:00,395.86,395.89,395.85,6,395.89,801,395.872472,-7.577862537566677e-05
11,2021-03-17 09:10:00,395.7,395.8,395.7,8,395.8,1670,395.768263,-0.00025265285497731867
12,2021-03-17 09:15:00,395.8,395.8,395.75,4,395.75,765,395.793464,0.0001263423878711595
13,2021-03-17 09:25:00,395.99,395.99,395.99,3,395.99,155,395.983871,0.0
14,2021-03-17 09:30:00,395.95,395.95,395.95,5,395.95,2000,395.95,0.0
15,2021-03-17 09:45:00,395.7,395.77,395.7,9,395.77,2102,395.763302,-0.00017687040452786512
16,2021-03-17 09:50:00,395.64,395.67,395.64,7,395.67,1532,395.669034,-7.582075972408714e-05
17,2021-03-17 09:55:00,395.64,395.64,395.64,2,395.64,196,395.635102,0.0
18,2021-03-17 10:05:00,395.8,395.8,395.76,6,395.76,710,395.778451,0.0001010713563776543
19,2021-03-17 10:10:00,395.71,395.76,395.71,7,395.76,1406,395.746515,-0.00012633919547203195
20,2021-03-17 10:15:00,395.7,395.7,395.7,4,395.7,348,395.698621,0.0
21,2021-03-17 10:20:00,395.72,395.72,395.72,8,395.72,4900,395.72,0.0
22,2021-03-17 10:25:00,395.72,395.72,395.72,12,395.72,780,395.728782,0.0
23,2021-03-17 10:30:00,395.81,395.84,395.71,21,395.75,6251,395.792083,0.00015161086544536267
24,2021-03-17 10:35:00,395.95,395.95,395.84,9,395.84,622,395.902733,0.0002778900565885551
25,2021-03-17 10:40:00,395.96,396.01,395.96,3,396.01,601,395.968353,-0.00012625943789301122
26,2021-03-17 10:45:00,395.92,395.92,395.9,9,395.92,2228,395.917904,0.0
27,2021-03-17 10:50:00,395.88,395.88,395.87,4,395.87,369,395.872737,2.5260817945262095e-05
28,2021-03-17 10:55:00,395.65,395.88,395.64,20,395.88,1506,395.738739,-0.0005809841366070986
29,2021-03-17 11:00:00,395.55,395.58,395.35,269,395.58,57692,395.503207,-7.583801001054835e-05
30,2021-03-17 11:05:00,395.55,395.64,395.43,37,395.59,6678,395.549542,-0.00010111479056589809
31,2021-03-17 11:10:00,395.4,395.51,395.33,27,395.51,4973,395.434866,-0.0002781219185355962
32,2021-03-17 11:15:00,395.01,395.37,395.01,117,395.37,22139,395.065645,-0.000910539494650615
33,2021-03-17 11:20:00,395.05,395.24,395.05,57,395.07,11837,395.137108,-5.062394006120893e-05
34,2021-03-17 11:25:00,395.04,395.12,394.92,97,395.05,11638,394.990863,-2.53132514871305e-05
35,2021-03-17 11:30:00,394.75,395.02,394.7,143,395.02,22277,394.838569,-0.0006835096957115636
36,2021-03-17 11:35:00,394.81,394.86,394.58,149,394.75,26592,394.645934,0.00015199493350222235
37,2021-03-17 11:40:00,394.74,394.8,394.67,94,394.7,24873,394.724286,0.00010134279199397128
38,2021-03-17 11:45:00,394.65,394.73,394.54,86,394.68,17596,394.615172,-7.601094557623786e-05
39,2021-03-17 11:50:00,394.52,394.65,394.36,198,394.63,30967,394.534966,-0.0002787421128652501
40,2021-03-17 11:55:00,394.56,394.65,394.5,82,394.54,10321,394.560614,5.069194504988546e-05
41,2021-03-17 12:00:00,394.47,396.899,394.31,409,395.1201,54183,394.657369,-0.0016453225234554056
42,2021-03-17 12:05:00,394.53,394.53,394.34,192,394.39,27425,394.418189,0.00035497857450743266
43,2021-03-17 12:10:00,394.69,394.7,394.35,231,394.5,35376,394.536707,0.00048162230671735796
44,2021-03-17 12:15:00,394.8,394.98,394.67,194,394.67,29929,394.798469,0.000329389109889263
45,2021-03-17 12:20:00,394.77,394.86,394.7,124,394.83,23556,394.776487,-0.0001519641364638003
46,2021-03-17 12:25:00,394.74,394.8699,394.69,127,394.79,35434,394.784657,-0.00012664961118572245
47,2021-03-17 12:30:00,394.83,394.83,394.57,121,394.7,26207,394.66181,0.00032936407398022663
48,2021-03-17 12:35:00,394.75,394.81,394.67,103,394.79,20991,394.762566,-0.00010131968894860675
49,2021-03-17 12:40:00,394.63,394.76,394.61,69,394.74,8481,394.675944,-0.00027866443735120243
50,2021-03-17 12:45:00,394.78,394.85,394.74,120,394.76,17701,394.807618,5.066369439654932e-05
51,2021-03-17 12:50:00,394.73,394.77,394.68,81,394.77,12412,394.736811,-0.00010132482204818913
52,2021-03-17 12:55:00,394.84,394.87,394.74,112,394.75,16887,394.827733,0.00022799240025326152
53,2021-03-17 13:00:00,394.72,394.88,394.7,188,394.81,23968,394.789659,-0.00022795775182993082
54,2021-03-17 13:05:00,394.47,394.72,394.45,383,394.72,82473,394.553642,-0.0006333603567085529
