,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2024-03-20 08:00:00,515.5,515.52,515.48,45,515.52,5094,515.50361,-3.879577901920742e-05,7.759757895546602e-05
1,2024-03-20 08:01:00,515.32,515.41,515.29,19,515.41,2980,515.342735,-0.00017461826507036757,0.00023287857323061684
2,2024-03-20 08:02:00,515.35,515.38,515.35,6,515.38,1035,515.354232,-5.820947650272171e-05,5.82128650431216e-05
3,2024-03-20 08:03:00,515.33,515.35,515.33,8,515.35,1435,515.349958,-3.8808576695414396e-05,3.88100828594916e-05
4,2024-03-20 08:06:00,515.45,515.45,515.45,1,515.45,100,515.45,0.0,0.0
5,2024-03-20 08:07:00,515.39,515.39,515.39,6,515.39,232,515.389741,0.0,0.0
6,2024-03-20 08:10:00,515.39,515.39,515.39,4,515.39,278,515.393849,0.0,0.0
7,2024-03-20 08:16:00,515.61,515.61,515.53,6,515.53,1185,515.542489,0.00015518010591050168,0.00015518010591050168
8,2024-03-20 08:17:00,515.61,515.61,515.61,1,515.61,150,515.61,0.0,0.0
9,2024-03-20 08:20:00,515.39,515.39,515.39,3,515.39,830,515.39253,0.0,0.0
10,2024-03-20 08:22:00,515.39,515.39,515.39,3,515.39,440,515.394136,0.0,0.0
11,2024-03-20 08:23:00,515.35,515.4,515.35,4,515.4,1400,515.374286,-9.701202949156873e-05,9.702144173853599e-05
12,2024-03-20 08:25:00,515.36,515.38,515.36,3,515.38,800,515.37,-3.880631766848114e-05,3.8807823657214e-05
13,2024-03-20 08:26:00,515.38,515.38,515.33,4,515.33,500,515.35,9.702520714872901e-05,9.702520714872901e-05
14,2024-03-20 08:32:00,515.42,515.42,515.42,3,515.42,318,515.42,0.0,0.0
15,2024-03-20 08:33:00,515.43,515.43,515.43,2,515.43,300,515.43,0.0,0.0
16,2024-03-20 08:36:00,515.45,515.45,515.45,1,515.45,100,515.45,0.0,0.0
17,2024-03-20 08:37:00,515.31,515.43,515.31,12,515.43,2508,515.349274,-0.00023281531924801535,0.000232869534843113
18,2024-03-20 08:38:00,515.3,515.3,515.3,3,515.3,202,515.300248,0.0,0.0
19,2024-03-20 08:40:00,515.14,515.2,515.14,12,515.2,2197,515.168903,-0.00011645962732930728,0.00011647319175381279
20,2024-03-20 08:42:00,515.15,515.15,515.1,14,515.13,803,515.110399,3.882515093273894e-05,9.706853038236173e-05
21,2024-03-20 08:43:00,515.15,515.15,515.15,1,515.15,481,515.15,0.0,0.0
22,2024-03-20 08:44:00,515.18,515.18,515.15,3,515.15,550,515.159091,5.823546539837468e-05,5.823546539837468e-05
23,2024-03-20 08:46:00,515.22,515.22,515.22,2,515.22,190,515.220316,0.0,0.0
24,2024-03-20 08:49:00,515.12,515.12,515.12,1,515.12,105,515.12,0.0,0.0
25,2024-03-20 08:51:00,515.04,515.04,515.04,4,515.04,202,515.040644,0.0,0.0
26,2024-03-20 08:54:00,515.19,515.19,515.13,3,515.13,600,515.14,0.00011647545279843751,0.00011647545279843751
27,2024-03-20 08:55:00,515.3,515.3,515.3,6,515.3,816,515.298922,0.0,0.0
28,2024-03-20 08:56:00,515.34,515.34,515.32,4,515.32,811,515.330456,3.8810835985371825e-05,3.8810835985371825e-05
29,2024-03-20 08:57:00,515.4,515.4,515.4,4,515.4,410,515.399537,0.0,0.0
30,2024-03-20 08:58:00,515.3,515.3,515.3,1,515.3,300,515.3,0.0,0.0
31,2024-03-20 08:59:00,515.3,515.3,515.3,2,515.3,201,515.300249,0.0,0.0
32,2024-03-20 09:00:00,515.31,515.31,515.31,3,515.31,1311,515.309916,0.0,0.0
33,2024-03-20 09:02:00,515.25,515.25,515.25,8,515.25,466,515.239571,0.0,0.0
34,2024-03-20 09:03:00,515.14,515.14,515.14,4,515.14,122,515.139508,0.0,0.0
35,2024-03-20 09:04:00,515.12,515.12,515.06,7,515.06,710,515.106225,0.00011649128256913588,0.00011649128256913588
36,2024-03-20 09:14:00,515.26,515.26,515.26,7,515.26,370,515.258973,0.0,0.0
37,2024-03-20 09:19:00,515.4,515.4,515.4,3,515.4,152,515.4,0.0,0.0
38,2024-03-20 09:26:00,515.38,515.38,515.38,3,515.38,141,515.38227,0.0,0.0
39,2024-03-20 09:27:00,515.45,515.45,515.45,4,515.45,269,515.459926,0.0,0.0
40,2024-03-20 09:29:00,515.42,515.42,515.42,1,515.42,400,515.42,0.0,0.0
41,2024-03-20 09:41:00,515.46,515.46,515.44,4,515.44,243,515.448313,3.880180040350343e-05,3.880180040350343e-05
42,2024-03-20 09:43:00,515.45,515.45,515.45,8,515.45,208,515.445865,0.0,0.0
