relative_time,volatility_std
-60.0,0.0018624202920813004
-59.0,0.0015458996292620013
-58.0,0.0016597652643364335
-57.0,0.0015004699912213326
-56.0,0.0015498282299174452
-55.0,0.001809130429739872
-54.0,0.0020770330647385785
-53.0,0.0015323333685023444
-52.0,0.0018010458338876408
-51.0,0.0012029580157161372
-50.0,0.0019970002708869176
-49.0,0.0016996313693733018
-48.0,0.0012593422204150227
-47.0,0.0013626840757568783
-46.0,0.0019840066094377034
-45.0,0.0018671662523534823
-44.0,0.0014639626008038206
-43.0,0.0013688885841642692
-42.0,0.0015582751226764712
-41.0,0.0013151631420628483
-40.0,0.0016538039505763897
-39.0,0.0017523365308244247
-38.0,0.0014379047117329964
-37.0,0.00172194288188494
-36.0,0.0014406961452474987
-35.0,0.0017166607167279286
-34.0,0.0019980792439218313
-33.0,0.0023740981579730112
-32.0,0.003066890822457388
-31.0,0.003070158140977573
-30.0,0.017279065750699468
-29.0,0.010638837807686825
-28.0,0.008942390895703964
-27.0,0.009236525627223229
-26.0,0.006661256453700976
-25.0,0.0065735490035467295
-24.0,0.006352080350526863
-23.0,0.007930928001056128
-22.0,0.005135748956027269
-21.0,0.005330138498751524
-20.0,0.005934921560000175
-19.0,0.005941859649129173
-18.0,0.0047952280125241175
-17.0,0.005180293763434252
-16.0,0.006324392657041341
-15.0,0.0051729325272955925
-14.0,0.004501758162291558
-13.0,0.004241781062352909
-12.0,0.004868211545610456
-11.0,0.003656654030343565
-10.0,0.004643146902525511
-9.0,0.003703127661172316
-8.0,0.004568397115784726
-7.0,0.004749376446601079
-6.0,0.0032586218333907186
-5.0,0.004916932691535477
-4.0,0.003909563361403885
-3.0,0.005317412162040425
-2.0,0.0035679100874354626
-1.0,0.0034197740884453634
0.0,0.00858691986289846
1.0,0.008699172035260144
2.0,0.007435986801812246
3.0,0.006244605208381289
4.0,0.006007885295865073
5.0,0.012101603951308397
6.0,0.014252758580735745
7.0,0.010351237341020949
8.0,0.008319677359085113
9.0,0.008199353397347217
10.0,0.008483912473463159
11.0,0.009981635558021666
12.0,0.007699940654032224
13.0,0.010055433460599688
14.0,0.008011138173263382
15.0,0.007352741237187564
16.0,0.008551699010026122
17.0,0.005761929401052874
18.0,0.006030886551575301
19.0,0.006991680129664054
20.0,0.008389087956420406
21.0,0.009008738722421444
22.0,0.006042778595062366
23.0,0.0063948040947297965
24.0,0.013551073497807726
25.0,0.00622795749857508
26.0,0.0054564850537134274
27.0,0.005354376903493996
28.0,0.0053896474787728495
29.0,0.004546108286605929
30.0,0.006508054835106498
31.0,0.006641323778875491
32.0,0.0049814841621226595
33.0,0.006510770871018631
34.0,0.006823478899683124
35.0,0.006381440405796
36.0,0.005286127396325287
37.0,0.004863727509410988
38.0,0.0073762003181194954
39.0,0.0051306261616977334
40.0,0.00595557468196885
41.0,0.005472192978684704
42.0,0.005786537885112632
43.0,0.004805390441605794
44.0,0.004183579959666511
45.0,0.005019288131704192
46.0,0.00481289602945596
47.0,0.004092040109289166
48.0,0.003975374115059777
49.0,0.003245414091426079
50.0,0.003322494543850871
51.0,0.0034581558011611236
52.0,0.0030318753097419078
53.0,0.002752733735862961
54.0,0.004432050938708764
55.0,0.0024624007922022964
56.0,0.0007361328190032208
57.0,0.0010243580177789848
58.0,0.0005010087478407897
59.0,0.0009219844180129797
60.0,0.0015828856485034
