,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage
0,2024-01-31 00:00:00,489.1,489.14,489.04,41,489.06,2359,489.092501,8.178955547380785e-05
1,2024-01-31 00:05:00,489.09,489.24,489.09,68,489.13,6048,489.187663,-8.177785046924226e-05
2,2024-01-31 00:10:00,489.21,489.23,489.16,50,489.23,4841,489.206967,-4.088056742235483e-05
3,2024-01-31 00:15:00,489.26,489.27,489.17,40,489.19,1950,489.207659,0.00014309368548006538
4,2024-01-31 00:20:00,489.2,489.29,489.2,62,489.2796,6081,489.269857,-0.00016268816439522034
5,2024-01-31 00:25:00,489.26,489.27,489.23,24,489.23,1007,489.258132,6.132085113335796e-05
6,2024-01-31 00:30:00,489.16,489.32,489.16,27,489.32,487,489.255205,-0.00032698438649547977
7,2024-01-31 00:35:00,489.19,489.19,489.19,5,489.19,212,489.188892,0.0
8,2024-01-31 00:40:00,489.15,489.25,489.15,26,489.25,561,489.177442,-0.00020439448134905005
9,2024-01-31 00:45:00,489.22,489.23,489.16,53,489.16,3806,489.188309,0.00012265925259629214
10,2024-01-31 00:50:00,489.26,489.27,489.23,46,489.23,1613,489.256795,6.132085113335796e-05
11,2024-01-31 00:55:00,489.21,489.27,489.2,47,489.27,1844,489.234189,-0.00012263167576185394
12,2024-01-31 09:00:00,489.43,489.5,489.15,45,489.15,3333,489.333132,0.0005724215475826016
13,2024-01-31 09:05:00,489.25,489.29,489.23,34,489.24,5081,489.263541,2.043986591446101e-05
14,2024-01-31 09:10:00,489.14,489.2,489.14,14,489.2,1426,489.167097,-0.0001226492232215909
15,2024-01-31 09:15:00,488.8,489.08,488.8,26,489.08,919,488.903406,-0.0005725034759139051
16,2024-01-31 09:20:00,488.61,488.69,488.55,28,488.69,1931,488.627084,-0.0001637029609772741
17,2024-01-31 09:25:00,488.52,488.58,488.49,52,488.53,10741,488.532926,-2.0469571981231256e-05
18,2024-01-31 09:30:00,488.39,488.55,488.37,44,488.53,4417,488.457643,-0.0002865740077374703
19,2024-01-31 09:35:00,488.44,488.49,488.4,15,488.44,3195,488.43493,0.0
20,2024-01-31 09:40:00,488.4,488.44,488.4,13,488.44,906,488.406899,-8.189337482601847e-05
21,2024-01-31 09:45:00,488.79,488.79,488.55,38,488.57,4330,488.700952,0.000450293714309162
22,2024-01-31 09:50:00,488.69,488.84,488.66,51,488.84,3713,488.724218,-0.0003068488667048058
23,2024-01-31 09:55:00,488.55,488.72,488.55,62,488.72,5909,488.606913,-0.0003478474382059582
24,2024-01-31 10:00:00,488.51,488.58,488.51,9,488.58,634,488.564874,-0.00014327234025132666
25,2024-01-31 10:05:00,488.5,488.56,488.5,14,488.56,5500,488.505455,-0.000122809890289836
26,2024-01-31 10:10:00,488.53,488.53,488.51,14,488.51,5024,488.521969,4.094082004458826e-05
27,2024-01-31 10:15:00,488.53,488.54,488.51,15,488.51,1410,488.529,4.094082004458826e-05
28,2024-01-31 10:20:00,488.57,488.6,488.52,30,488.52,1918,488.554035,0.00010234995496604308
29,2024-01-31 10:25:00,488.55,488.55,488.54,5,488.54,647,488.546692,2.0469152986430802e-05
30,2024-01-31 10:30:00,488.48,488.5,488.48,7,488.5,637,488.484615,-4.094165813711732e-05
31,2024-01-31 10:35:00,488.43,488.53,488.43,9,488.53,310,488.462516,-0.00020469571981242892
32,2024-01-31 10:40:00,488.46,488.46,488.4,32,488.4,5724,488.41095,0.0001228501228501275
33,2024-01-31 10:45:00,488.53,488.54,488.46,34,488.46,2597,488.490562,0.0001433075379764836
34,2024-01-31 10:50:00,488.49,488.52,488.47,30,488.52,1875,488.490288,-6.140997297955604e-05
35,2024-01-31 10:55:00,488.51,488.51,488.51,1,488.51,255,488.51,0.0
36,2024-01-31 11:00:00,488.38,488.38,488.35,25,488.35,1772,488.366473,6.143135046579853e-05
37,2024-01-31 11:05:00,488.51,488.51,488.39,8,488.39,906,488.449636,0.0002457052765208226
38,2024-01-31 11:10:00,488.57,488.57,488.5,59,488.55,11361,488.556052,4.0937468017565876e-05
39,2024-01-31 11:15:00,488.7,488.7,488.59,27,488.59,6286,488.610183,0.00022513764096689177
40,2024-01-31 11:20:00,488.8,488.8,488.8,20,488.8,477,488.80696,0.0
41,2024-01-31 11:25:00,488.8,488.89,488.8,88,488.85,4980,488.846773,-0.00010228086325050908
42,2024-01-31 11:30:00,488.66,488.66,488.66,26,488.66,541,488.682274,0.0
43,2024-01-31 11:35:00,488.77,488.81,488.73,45,488.81,1690,488.772722,-8.183138642830642e-05
44,2024-01-31 11:40:00,488.71,488.71,488.61,63,488.61,1878,488.675394,0.00020466220503052718
45,2024-01-31 11:45:00,488.78,488.78,488.74,65,488.75,1447,488.754333,6.138107416874213e-05
