,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2024-07-31 08:00:00,546.84,546.95,544.98,210,544.98,17837,546.866381,0.0034129692832764753,0.003614811552717581
1,2024-07-31 08:01:00,546.78,546.82,546.78,42,546.79,2659,546.802126,-1.8288556849962335e-05,7.315556530977231e-05
2,2024-07-31 08:02:00,546.67,546.95,546.67,75,546.82,12635,546.829006,-0.0002743133023665757,0.0005121919988294335
3,2024-07-31 08:03:00,546.66,546.73,546.65,18,546.73,1488,546.672843,-0.00012803394728668635,0.00014634592518072062
4,2024-07-31 08:04:00,546.66,546.7,546.64,26,546.7,4010,546.669954,-7.316627034951034e-05,0.00010976145177824366
5,2024-07-31 08:05:00,546.65,546.7,546.65,20,546.7,4150,546.697067,-9.145783793683594e-05,9.146620323802838e-05
6,2024-07-31 08:06:00,546.41,546.53,546.41,37,546.53,1005,546.474024,-0.00021956708689368297,0.00021961530718691926
7,2024-07-31 08:07:00,546.32,546.32,546.32,20,546.32,591,546.32,0.0,0.0
8,2024-07-31 08:08:00,546.21,546.21,546.21,19,546.21,406,546.21,0.0,0.0
9,2024-07-31 08:10:00,546.16,546.16,546.16,24,546.16,4095,546.16,0.0,0.0
10,2024-07-31 08:11:00,546.17,546.18,546.17,17,546.18,1182,546.174211,-1.8308982386742292e-05,1.830931761171596e-05
11,2024-07-31 08:12:00,546.22,546.3,546.22,32,546.27,8305,546.267025,-9.152982957137409e-05,0.00014646113287672958
12,2024-07-31 08:13:00,546.3,546.3,546.2,26,546.2,4327,546.296951,0.0001830831197361938,0.0001830831197361938
13,2024-07-31 08:14:00,546.28,546.28,546.28,16,546.28,388,546.28,0.0,0.0
14,2024-07-31 08:15:00,546.15,546.15,546.15,16,546.15,314,546.15,0.0,0.0
15,2024-07-31 08:16:00,546.25,546.25,546.25,19,546.25,466,546.25,0.0,0.0
16,2024-07-31 08:17:00,546.26,546.27,546.26,12,546.27,2744,546.2648,-1.830596591427482e-05,1.8306301028797467e-05
17,2024-07-31 08:18:00,546.32,546.32,546.32,17,546.32,5236,546.32,0.0,0.0
