,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage
0,2022-06-15 08:00:00,375.65,376.0,375.57,77,375.74,6250,375.777858,-0.00023952733273016402
1,2022-06-15 08:05:00,376.19,376.4,375.68,66,375.7,11520,376.184283,0.0013042321000798752
2,2022-06-15 08:10:00,376.36,376.36,376.16,28,376.19,3557,376.235487,0.00045189930620169574
3,2022-06-15 08:15:00,376.3,376.49,376.2,46,376.26,4403,376.296611,0.00010630946685807809
4,2022-06-15 08:20:00,376.38,376.56,376.38,21,376.47,2222,376.489109,-0.00023906287353582444
5,2022-06-15 08:25:00,376.7,377.13,376.7,50,376.72,8118,376.900727,-5.308982798905992e-05
6,2022-06-15 08:30:00,376.99,377.0,376.76,39,376.77,10741,376.918674,0.0005839106085941749
7,2022-06-15 08:35:00,376.87,376.95,376.77,31,376.92,4783,376.871225,-0.00013265414411549233
8,2022-06-15 08:40:00,376.77,377.07,376.7,19,377.03,3120,376.80375,-0.0006896002970585654
9,2022-06-15 08:45:00,376.16,376.48,376.16,22,376.47,5213,376.347753,-0.0008234387866231101
10,2022-06-15 08:50:00,376.13,376.16,376.06,30,376.1,4079,376.113743,7.976601967554564e-05
11,2022-06-15 08:55:00,376.19,376.21,376.1,17,376.13,2859,376.171256,0.00015951931513041309
12,2022-06-15 09:00:00,375.47,376.01,375.47,43,376.01,3323,375.650629,-0.0014361320177653882
13,2022-06-15 09:05:00,375.45,375.61,375.45,12,375.51,1024,375.542285,-0.0001597826955340797
14,2022-06-15 09:10:00,375.2,375.6,375.2,35,375.6,4644,375.430937,-0.00106496272630467
15,2022-06-15 09:15:00,375.61,375.74,375.4,37,375.4,6603,375.618436,0.0005594033031434107
16,2022-06-15 09:20:00,375.36,375.5,375.3,13,375.5,1426,375.395834,-0.000372836218375463
17,2022-06-15 09:25:00,375.72,375.73,375.53,21,375.53,2624,375.575549,0.0005059515884218426
18,2022-06-15 09:30:00,375.93,376.0,375.62,22,375.62,2542,375.828005,0.0008253021670837609
19,2022-06-15 09:35:00,375.45,375.87,375.45,26,375.87,4205,375.692247,-0.0011174076143347857
20,2022-06-15 09:40:00,376.07,376.25,375.5,29,375.5,1880,375.918974,0.001517976031957372
21,2022-06-15 09:45:00,375.86,376.19,375.86,24,376.18,3531,376.101322,-0.0008506566005635418
22,2022-06-15 09:50:00,375.65,375.86,375.6,10,375.86,1451,375.664927,-0.0005587186718459968
23,2022-06-15 09:55:00,376.0,376.0,375.5,27,375.5,2398,375.738111,0.0013315579227696406
24,2022-06-15 10:00:00,375.61,375.81,375.61,13,375.81,1951,375.765736,-0.0005321838162901163
25,2022-06-15 10:05:00,375.66,375.66,375.46,36,375.61,7542,375.568252,0.000133116796677435
26,2022-06-15 10:10:00,375.62,375.71,375.62,5,375.71,353,375.675864,-0.0002395464587047856
27,2022-06-15 10:15:00,375.76,375.9,375.76,26,375.76,7296,375.880148,0.0
28,2022-06-15 10:20:00,375.45,375.8,375.45,21,375.71,3401,375.624599,-0.0006920231029251043
29,2022-06-15 10:25:00,375.19,375.62,375.19,46,375.53,9246,375.380241,-0.000905387052965076
30,2022-06-15 10:30:00,375.05,375.48,375.05,22,375.3,2825,375.114935,-0.0006661337596589394
31,2022-06-15 10:35:00,375.61,375.81,374.96,36,375.01,4766,375.540394,0.0015999573344711415
32,2022-06-15 10:40:00,375.59,375.66,375.5,46,375.6,3066,375.56985,-2.6624068157741608e-05
33,2022-06-15 10:45:00,375.51,375.52,375.42,34,375.52,3450,375.457672,-2.6629740093712465e-05
34,2022-06-15 10:50:00,375.4,375.7,375.4,43,375.5,2745,375.542536,-0.00026631158455398863
35,2022-06-15 10:55:00,375.32,375.61,375.32,34,375.43,5933,375.473865,-0.0002929973630237691
36,2022-06-15 11:00:00,375.15,375.55,375.07,144,375.55,20110,375.199629,-0.0010651045133804663
37,2022-06-15 11:05:00,375.45,375.45,374.83,233,375.1,83604,374.95734,0.0009330845107970298
38,2022-06-15 11:10:00,375.68,375.69,375.4,171,375.45,54117,375.498537,0.000612598215474812
39,2022-06-15 11:15:00,375.93,376.1,375.68,181,375.68,37528,375.900207,0.0006654599659284497
40,2022-06-15 11:20:00,376.33,376.4,375.9,449,375.99,77519,376.179689,0.0009042793691320912
41,2022-06-15 11:25:00,376.63,376.63,376.37,181,376.43,43146,376.426652,0.0005313072815662636
42,2022-06-15 11:30:00,377.0,377.0,376.49,375,376.64,77409,376.838273,0.0009558198810535621
43,2022-06-15 11:35:00,376.5,376.95,376.48,161,376.95,26363,376.607809,-0.001193792280143225
44,2022-06-15 11:40:00,376.64,376.68,376.45,167,376.46,26426,376.606573,0.00047813844764385815
45,2022-06-15 11:45:00,376.24,376.54,376.16,157,376.54,19041,376.308225,-0.0007967281032559923
46,2022-06-15 11:50:00,377.09,377.37,376.27,291,376.28,38345,376.783072,0.002152652280216866
47,2022-06-15 11:55:00,377.37,377.5,377.15,251,377.18,37751,377.321851,0.000503738268200853
48,2022-06-15 12:00:00,377.32,377.49,373.78,1205,375.1901,116992,376.653072,0.005676855546028588
49,2022-06-15 12:05:00,376.9,377.48,376.85,292,377.32,53894,377.14955,-0.0011131135375808754
50,2022-06-15 12:10:00,376.56,377.19,376.12,747,376.92,145572,376.423524,-0.0009551098376313638
51,2022-06-15 12:15:00,376.35,376.67,376.14,336,376.61,38067,376.398998,-0.0006903693476009423
52,2022-06-15 12:20:00,376.78,376.95,376.3,350,376.44,41730,376.657655,0.0009031983848687042
