,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2023-03-22 08:00:00,397.87,397.98,397.75,190,397.94,29812,397.861587,-0.00017590591546462578,0.0005782526712759729
1,2023-03-22 08:10:00,397.53,398.09,397.51,101,397.9,9639,397.815403,-0.0009298818798693254,0.0014590827903700136
2,2023-03-22 08:20:00,397.66,397.87,397.47,95,397.5,13335,397.658033,0.00040251572327050316,0.001006365260271158
3,2023-03-22 08:30:00,397.79,397.81,397.67,27,397.67,4309,397.726433,0.0003017577388286885,0.0003520506953000889
4,2023-03-22 08:40:00,398.18,398.19,397.83,27,397.83,2699,397.969051,0.0008797727672624557,0.0009049091320413585
5,2023-03-22 08:50:00,397.85,398.15,397.85,39,398.15,3740,397.992698,-0.00075348486751213,0.0007540530350633518
6,2023-03-22 09:00:00,397.99,398.0,397.76,34,397.88,5139,397.941016,0.00027646526590935366,0.0006033789219630156
7,2023-03-22 09:10:00,398.14,398.2,398.02,50,398.09,15727,398.158022,0.00012559973875257195,0.0004522385809758475
8,2023-03-22 09:20:00,398.46,398.46,398.14,36,398.14,5874,398.328488,0.0008037373788114563,0.0008037373788114563
9,2023-03-22 09:30:00,398.53,398.54,398.32,38,398.4,5997,398.433718,0.0003263052208835227,0.0005523197429203337
10,2023-03-22 09:40:00,398.37,398.56,398.37,25,398.53,2713,398.460649,-0.0004014754221764188,0.0004769435449456478
11,2023-03-22 09:50:00,398.37,398.47,398.27,33,398.47,6448,398.333446,-0.00025095992170056145,0.0005021718934392384
12,2023-03-22 10:00:00,398.14,398.38,398.08,56,398.3,5522,398.169238,-0.00040170725583737137,0.00075361736334408
13,2023-03-22 10:10:00,398.53,398.53,398.14,48,398.17,4374,398.338274,0.000904136424140334,0.0009795549304264489
14,2023-03-22 10:20:00,398.48,398.57,398.41,28,398.52,2769,398.499679,-0.00010037137408401992,0.00040159634547317627
15,2023-03-22 10:30:00,398.48,398.5,398.35,40,398.37,5165,398.431789,0.0002761252102317284,0.00037655328228938686
16,2023-03-22 10:40:00,398.46,398.47,398.34,10,398.34,574,398.435819,0.0003012501882813791,0.0003263543706382796
17,2023-03-22 10:50:00,398.92,399.06,398.75,108,398.79,15169,398.852412,0.0003259861079766179,0.0007774294670846452
18,2023-03-22 11:00:00,399.03,399.1,398.86,129,398.9,9904,398.954283,0.00032589621459011147,0.0006017148874291959
19,2023-03-22 11:10:00,399.32,399.34,399.05,104,399.07,11729,399.173043,0.0006264565113889794,0.000726725974188607
20,2023-03-22 11:20:00,399.11,399.34,399.11,108,399.27,25646,399.285574,-0.0004007313346857219,0.000576282227957108
21,2023-03-22 11:30:00,399.02,399.1,398.94,123,399.07,14621,399.001209,-0.00012529130227782436,0.0004010628164636913
22,2023-03-22 11:40:00,398.63,399.02,398.63,229,399.02,36160,398.834906,-0.0009773946168111533,0.0009783508516669251
23,2023-03-22 11:50:00,398.67,398.76,398.52,211,398.62,21873,398.634735,0.00012543274296325163,0.0006022282445046902
24,2023-03-22 12:00:00,398.75,399.32,397.78,757,398.86,65061,398.671857,-0.00027578599007173853,0.0038714867514707137
25,2023-03-22 12:10:00,398.5,398.72,398.37,307,398.72,33020,398.528382,-0.0005517656500803253,0.0008785802143736294
26,2023-03-22 12:20:00,398.4699,398.58,398.32,259,398.47,30206,398.445378,-2.509599217801625e-07,0.0006527415143602904
27,2023-03-22 12:30:00,398.57,398.6,398.3699,288,398.47,22841,398.467672,0.0002509599217004188,0.0005776038802129627
28,2023-03-22 12:40:00,398.55,398.65,398.5,276,398.58,28038,398.591262,-7.526719855480134e-05,0.0003764115432872704
29,2023-03-22 12:50:00,398.76,398.78,398.55,470,398.61,70002,398.696748,0.00037630766915024025,0.0005770919583489182
30,2023-03-22 13:00:00,398.749,398.96,398.7,662,398.72,114674,398.826642,7.273274478329745e-05,0.0006521193880110131
31,2023-03-22 13:10:00,399.06,399.06,398.73,645,398.74,109929,398.899675,0.0008025279630836966,0.0008276277180046249
32,2023-03-22 13:20:00,398.74,399.01,398.71,1005,399.01,172048,398.815569,-0.0006766747700558427,0.0007524265757066825
33,2023-03-22 13:30:00,398.59,398.875,398.09,23521,398.73,2982818,398.522425,-0.0003511147894566328,0.001971915898414994
34,2023-03-22 13:40:00,398.365,398.62,398.08,14921,398.6,1936333,398.261768,-0.0005895634721525681,0.001356511254019344
35,2023-03-22 13:50:00,398.57,398.785,398.24,12471,398.38,1093550,398.495559,0.0004769315728701183,0.0013685214945761749
36,2023-03-22 14:00:00,398.67,398.79,398.396,12749,398.58,1170619,398.605006,0.00022580159566468923,0.0009889657526682132
37,2023-03-22 14:10:00,398.8,398.91,398.31,11865,398.645,1191539,398.585389,0.0003888171179872557,0.0015063643895458882
38,2023-03-22 14:20:00,399.7416,399.86,398.79,14602,398.79,1553701,399.358071,0.0023862183103888885,0.002683116427192239
39,2023-03-22 14:30:00,399.53,399.88,399.415,14593,399.74,1659102,399.640257,-0.0005253414719568629,0.001164202646370254
40,2023-03-22 14:40:00,399.39,399.7,399.32,9845,399.52,1258201,399.577179,-0.00032539046856226337,0.0009516177501752867
41,2023-03-22 14:50:00,399.25,399.49,399.13,7485,399.39,718837,399.311421,-0.00035053456521191406,0.0009019617668429175
42,2023-03-22 15:00:00,398.875,399.39,398.855,9759,399.24,1102907,399.123313,-0.0009142370503957747,0.0013413395845607253
43,2023-03-22 15:10:00,398.67,399.07,398.39,10165,398.87,1056077,398.71625,-0.0005014165016170398,0.0017068701523632794
44,2023-03-22 15:20:00,398.89,399.1158,398.62,8590,398.68,928888,398.862055,0.0005267382361793406,0.001243791079223256
