,timestamp,close,high,low,trade_count,open,volume,vwap,calculated_percentage,calculated_volatility
0,2022-05-04 08:00:00,417.39,417.39,417.11,37,417.36,3023,417.284052,7.188039102926182e-05,0.0006712857519598492
1,2022-05-04 08:10:00,417.31,417.6,417.31,27,417.58,3552,417.456261,-0.0006465826907418503,0.0006949270326616195
2,2022-05-04 08:20:00,417.62,417.62,417.11,35,417.28,6058,417.299432,0.0008148006134970088,0.0012226990482126798
3,2022-05-04 08:30:00,417.35,417.61,417.28,12,417.61,1894,417.409863,-0.0006225904552093841,0.0007908358895706503
4,2022-05-04 08:40:00,417.58,417.58,417.29,4,417.39,301,417.419801,0.000455209755863815,0.0006949603393322716
5,2022-05-04 08:50:00,417.58,417.58,417.43,16,417.55,2040,417.463549,7.184768291216073e-05,0.00035934168603113636
6,2022-05-04 09:00:00,417.01,417.28,416.93,51,417.28,10491,417.123402,-0.0006470475460122264,0.0008394694553041659
7,2022-05-04 09:10:00,417.16,417.16,417.16,2,417.16,207,417.158551,0.0,0.0
8,2022-05-04 09:20:00,417.21,417.21,416.97,19,417.07,2127,417.032247,0.0003356750665355608,0.000575580977048594
9,2022-05-04 09:30:00,417.35,417.52,417.35,17,417.39,1360,417.411853,-9.583363281334872e-05,0.00040733197555998336
10,2022-05-04 09:40:00,417.56,417.67,417.4,27,417.4,4274,417.548674,0.000383325347388656,0.0006468615237183485
11,2022-05-04 09:50:00,418.0,418.0,417.69,37,417.69,1938,417.900542,0.0007421772127654535,0.0007421772127654535
12,2022-05-04 10:00:00,418.19,418.19,418.1,28,418.15,5217,418.143383,9.565945234968424e-05,0.0002152595072948457
13,2022-05-04 10:10:00,418.07,418.11,418.07,7,418.11,695,418.074964,-9.566860395594571e-05,9.567775731341753e-05
14,2022-05-04 10:20:00,417.81,418.17,417.81,44,418.17,7275,418.057343,-0.0008608938948274951,0.0008616356717168417
15,2022-05-04 10:30:00,417.8,418.0,417.8,31,417.92,6404,417.955139,-0.00028713629402757595,0.0004786979415988239
16,2022-05-04 10:40:00,417.81,417.98,417.77,30,417.8,7654,417.894937,2.3934897079920786e-05,0.0005026689326663868
17,2022-05-04 10:50:00,417.93,418.13,417.77,46,417.95,16129,418.070608,-4.7852613948993446e-05,0.0008617181702851177
